prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,month_text,month
Werrington,142,142,142,112,0.79,1.0, November 2015,2015-11-11
Wetherby,396,336,336,268,0.8,0.85, November 2015,2015-11-11
Whatton,775,769,841,836,1.09,0.99, November 2015,2015-11-11
Whitemoor,473,458,458,443,0.97,0.97, November 2015,2015-11-11
Winchester,469,469,690,677,1.44,1.0, November 2015,2015-11-11
Woodhill,660,568,727,685,1.21,0.86, November 2015,2015-11-11
Wormwood Scrubs,1156,1156,1279,1227,1.06,1.0, November 2015,2015-11-11
Wymott,1102,1102,1171,1156,1.05,1.0, November 2015,2015-11-11
Morton Hall (IRC),392,392,392,355,0.91,1.0, November 2015,2015-11-11
Verne (IRC),570,570,580,464,0.81,1.0, November 2015,2015-11-11
Altcourse,794,794,1033,1032,1.3,1.0, January 2016,2016-01-11
Ashfield,408,408,400,398,0.98,1.0, January 2016,2016-01-11
Askham Grange,150,126,128,95,0.75,0.84, January 2016,2016-01-11
Aylesbury,410,410,444,419,1.02,1.0, January 2016,2016-01-11
Bedford,322,322,506,476,1.48,1.0, January 2016,2016-01-11
Belmarsh,781,781,938,844,1.08,1.0, January 2016,2016-01-11
Birmingham,1093,1093,1450,1459,1.33,1.0, January 2016,2016-01-11
Brinsford,545,423,455,332,0.78,0.78, January 2016,2016-01-11
Bristol,425,407,614,580,1.43,0.96, January 2016,2016-01-11
Brixton,528,528,810,808,1.53,1.0, January 2016,2016-01-11
Bronzefield,527,527,527,471,0.89,1.0, January 2016,2016-01-11
Buckley Hall,409,409,455,449,1.1,1.0, January 2016,2016-01-11
Bullingdon,869,869,1114,1097,1.26,1.0, January 2016,2016-01-11
Bure,604,604,643,641,1.06,1.0, January 2016,2016-01-11
Cardiff,539,539,820,775,1.44,1.0, January 2016,2016-01-11
Channings Wood,698,698,724,706,1.01,1.0, January 2016,2016-01-11
Chelmsford,551,551,745,719,1.3,1.0, January 2016,2016-01-11
Coldingley,493,493,521,510,1.03,1.0, January 2016,2016-01-11
Cookham Wood,188,188,188,138,0.73,1.0, January 2016,2016-01-11
Dartmoor,642,640,640,628,0.98,1.0, January 2016,2016-01-11
Deerbolt,513,513,513,402,0.78,1.0, January 2016,2016-01-11
Doncaster,738,738,980,935,1.27,1.0, January 2016,2016-01-11
Dovegate,1064,1060,1133,1091,1.03,1.0, January 2016,2016-01-11
Drake Hall,340,340,340,324,0.95,1.0, January 2016,2016-01-11
Durham,595,595,996,902,1.52,1.0, January 2016,2016-01-11
East Sutton Park,100,100,100,97,0.97,1.0, January 2016,2016-01-11
Eastwood Park,410,315,363,337,1.07,0.77, January 2016,2016-01-11
Elmley (Sheppey),943,943,1229,1204,1.28,1.0, January 2016,2016-01-11
Erlestoke,494,494,524,523,1.06,1.0, January 2016,2016-01-11
Exeter,326,318,561,502,1.58,0.98, January 2016,2016-01-11
Featherstone,671,671,703,696,1.04,1.0, January 2016,2016-01-11
Feltham,768,552,552,494,0.89,0.72, January 2016,2016-01-11
Ford,521,506,524,479,0.95,0.97, January 2016,2016-01-11
Forest Bank,1064,1064,1460,1436,1.35,1.0, January 2016,2016-01-11
Foston Hall,303,303,345,327,1.08,1.0, January 2016,2016-01-11
Frankland,859,844,844,804,0.95,0.98, January 2016,2016-01-11
Full Sutton,604,596,616,581,0.97,0.99, January 2016,2016-01-11
Garth,810,810,845,833,1.03,1.0, January 2016,2016-01-11
Gartree,708,708,708,706,1.0,1.0, January 2016,2016-01-11
Glen Parva,637,519,648,486,0.94,0.81, January 2016,2016-01-11
Grendon / Springhill,586,568,568,533,0.94,0.97, January 2016,2016-01-11
Guys Marsh,518,518,579,567,1.09,1.0, January 2016,2016-01-11
Hatfield,390,338,338,331,0.98,0.87, January 2016,2016-01-11
Haverigg,622,622,654,639,1.03,1.0, January 2016,2016-01-11
Hewell,1018,1018,1279,1251,1.23,1.0, January 2016,2016-01-11
High Down,999,999,1163,1136,1.14,1.0, January 2016,2016-01-11
Highpoint (North and South),1299,1293,1319,1300,1.01,1.0, January 2016,2016-01-11
Hindley,532,452,500,488,1.08,0.85, January 2016,2016-01-11
Hollesley Bay,437,424,424,412,0.97,0.97, January 2016,2016-01-11
Holloway,540,533,591,453,0.85,0.99, January 2016,2016-01-11
Holme House,1036,1036,1230,1187,1.15,1.0, January 2016,2016-01-11
Hull,723,723,1056,1027,1.42,1.0, January 2016,2016-01-11
Humber,947,947,1062,1039,1.1,1.0, January 2016,2016-01-11
Huntercombe,370,307,430,427,1.39,0.83, January 2016,2016-01-11
Isis,478,478,628,607,1.27,1.0, January 2016,2016-01-11
Isle of Wight,1068,976,1096,1085,1.11,0.91, January 2016,2016-01-11
Kennet,175,175,342,338,1.93,1.0, January 2016,2016-01-11
Kirkham,657,657,657,555,0.84,1.0, January 2016,2016-01-11
Kirklevington Grange,283,283,283,281,0.99,1.0, January 2016,2016-01-11
Lancaster Farms,495,495,549,541,1.09,1.0, January 2016,2016-01-11
Leeds,669,669,1219,1112,1.66,1.0, January 2016,2016-01-11
Leicester,214,214,411,338,1.58,1.0, January 2016,2016-01-11
Lewes,617,617,692,631,1.02,1.0, January 2016,2016-01-11
Leyhill,515,515,515,484,0.94,1.0, January 2016,2016-01-11
Lincoln,408,403,729,630,1.56,0.99, January 2016,2016-01-11
Lindholme,924,916,1002,1001,1.09,0.99, January 2016,2016-01-11
Littlehey,1154,1153,1219,1214,1.05,1.0, January 2016,2016-01-11
Liverpool,1173,1101,1386,1163,1.06,0.94, January 2016,2016-01-11
Long Lartin,625,625,625,555,0.89,1.0, January 2016,2016-01-11
Low Newton,314,306,344,275,0.9,0.97, January 2016,2016-01-11
Lowdham Grange,900,900,920,920,1.02,1.0, January 2016,2016-01-11
Maidstone,565,565,600,594,1.05,1.0, January 2016,2016-01-11
Manchester,965,965,1286,1024,1.06,1.0, January 2016,2016-01-11
Moorland,943,943,1006,993,1.05,1.0, January 2016,2016-01-11
Mount,1008,1006,1024,1007,1.0,1.0, January 2016,2016-01-11
New Hall,392,371,425,373,1.01,0.95, January 2016,2016-01-11
North Sea Camp,420,420,420,331,0.79,1.0, January 2016,2016-01-11
Northumberland,1348,1348,1348,1330,0.99,1.0, January 2016,2016-01-11
Norwich,626,626,775,745,1.19,1.0, January 2016,2016-01-11
Nottingham,723,723,1060,1054,1.46,1.0, January 2016,2016-01-11
Oakwood,1605,1605,1605,1596,0.99,1.0, January 2016,2016-01-11
Onley,742,742,742,733,0.99,1.0, January 2016,2016-01-11
Parc,1557,1557,1723,1664,1.07,1.0, January 2016,2016-01-11
Pentonville,906,906,1316,1215,1.34,1.0, January 2016,2016-01-11
Peterborough (Male & Female),1132,1119,1300,1259,1.13,0.99, January 2016,2016-01-11
Portland,464,464,531,484,1.04,1.0, January 2016,2016-01-11
Preston,455,455,841,738,1.62,1.0, January 2016,2016-01-11
Ranby,893,822,1028,1014,1.23,0.92, January 2016,2016-01-11
Risley,1050,1050,1115,1092,1.04,1.0, January 2016,2016-01-11
Rochester,802,754,754,741,0.98,0.94, January 2016,2016-01-11
Rye Hill,600,600,625,624,1.04,1.0, January 2016,2016-01-11
Send,282,282,282,272,0.96,1.0, January 2016,2016-01-11
Stafford,741,741,751,746,1.01,1.0, January 2016,2016-01-11
Standford Hill (Sheppey),464,464,464,460,0.99,1.0, January 2016,2016-01-11
Stocken,768,648,713,700,1.08,0.84, January 2016,2016-01-11
Stoke Heath,662,662,782,765,1.16,1.0, January 2016,2016-01-11
Styal,479,470,485,450,0.96,0.98, January 2016,2016-01-11
Sudbury,581,581,581,430,0.74,1.0, January 2016,2016-01-11
Swaleside (Sheppey),1112,1112,1112,1110,1.0,1.0, January 2016,2016-01-11
Swansea,268,268,500,461,1.72,1.0, January 2016,2016-01-11
Swinfen Hall,604,604,624,613,1.01,1.0, January 2016,2016-01-11
Thameside,932,932,1232,1199,1.29,1.0, January 2016,2016-01-11
Thorn Cross,381,381,381,372,0.98,1.0, January 2016,2016-01-11
Usk / Prescoed,378,378,536,504,1.33,1.0, January 2016,2016-01-11
Wakefield,750,732,732,725,0.99,0.98, January 2016,2016-01-11
Wandsworth,963,943,1628,1554,1.65,0.98, January 2016,2016-01-11
Warren Hill,257,257,257,195,0.76,1.0, January 2016,2016-01-11
Wayland,958,911,989,988,1.08,0.95, January 2016,2016-01-11
Wealstun,810,810,833,828,1.02,1.0, January 2016,2016-01-11
Werrington,118,118,142,106,0.9,1.0, January 2016,2016-01-11
Wetherby,408,336,336,288,0.86,0.82, January 2016,2016-01-11
Whatton,775,769,841,837,1.09,0.99, January 2016,2016-01-11
Whitemoor,473,458,458,450,0.98,0.97, January 2016,2016-01-11
Winchester,469,469,690,683,1.46,1.0, January 2016,2016-01-11
Woodhill,660,568,727,696,1.23,0.86, January 2016,2016-01-11
Wormwood Scrubs,1156,1156,1279,1261,1.09,1.0, January 2016,2016-01-11
Wymott,1099,1099,1169,1158,1.05,1.0, January 2016,2016-01-11
Morton Hall (IRC),392,392,392,363,0.93,1.0, January 2016,2016-01-11
Verne (IRC),570,570,580,380,0.67,1.0, January 2016,2016-01-11
Altcourse,794,794,1133,1127,1.42,1.0, January 2015,2015-01-11
Ashfield,408,408,400,377,0.92,1.0, January 2015,2015-01-11
Askham Grange,150,126,128,97,0.77,0.84, January 2015,2015-01-11
Aylesbury,410,410,444,398,0.97,1.0, January 2015,2015-01-11
Bedford,322,322,511,498,1.55,1.0, January 2015,2015-01-11
Belmarsh,781,781,938,869,1.11,1.0, January 2015,2015-01-11
Birmingham,1093,1093,1450,1420,1.3,1.0, January 2015,2015-01-11
Blantyre House,122,122,122,113,0.93,1.0, January 2015,2015-01-11
Brinsford,545,423,455,406,0.96,0.78, January 2015,2015-01-11
Bristol,425,407,614,582,1.43,0.96, January 2015,2015-01-11
Brixton,530,530,810,764,1.44,1.0, January 2015,2015-01-11
Bronzefield,527,527,527,510,0.97,1.0, January 2015,2015-01-11
Buckley Hall,409,409,457,450,1.1,1.0, January 2015,2015-01-11
Bullingdon,879,879,1114,1102,1.25,1.0, January 2015,2015-01-11
Bure,611,611,651,645,1.06,1.0, January 2015,2015-01-11
Cardiff,539,539,820,810,1.5,1.0, January 2015,2015-01-11
Channings Wood,698,698,731,709,1.02,1.0, January 2015,2015-01-11
Chelmsford,550,550,745,732,1.33,1.0, January 2015,2015-01-11
Coldingley,507,507,519,516,1.02,1.0, January 2015,2015-01-11
Cookham Wood,188,188,188,159,0.85,1.0, January 2015,2015-01-11
Dartmoor,642,639,659,645,1.01,1.0, January 2015,2015-01-11
Deerbolt,513,513,513,442,0.86,1.0, January 2015,2015-01-11
Doncaster,738,738,1145,1120,1.52,1.0, January 2015,2015-01-11
Dovegate,1064,1060,1133,1109,1.05,1.0, January 2015,2015-01-11
Drake Hall,315,315,315,302,0.96,1.0, January 2015,2015-01-11
Durham,591,591,1015,922,1.56,1.0, January 2015,2015-01-11
East Sutton Park,98,98,100,80,0.82,1.0, January 2015,2015-01-11
Eastwood Park,410,315,363,301,0.96,0.77, January 2015,2015-01-11
Elmley (Sheppey),943,943,1252,1087,1.15,1.0, January 2015,2015-01-11
Erlestoke,494,494,524,513,1.04,1.0, January 2015,2015-01-11
Exeter,326,318,561,530,1.67,0.98, January 2015,2015-01-11
Featherstone,671,670,702,686,1.02,1.0, January 2015,2015-01-11
Feltham,762,650,650,524,0.81,0.85, January 2015,2015-01-11
Ford,521,521,539,454,0.87,1.0, January 2015,2015-01-11
Forest Bank,1064,1064,1460,1429,1.34,1.0, January 2015,2015-01-11
Foston Hall,324,303,345,278,0.92,0.94, January 2015,2015-01-11
Frankland,859,784,784,791,1.01,0.91, January 2015,2015-01-11
Full Sutton,604,596,618,595,1.0,0.99, January 2015,2015-01-11
Garth,811,750,773,734,0.98,0.92, January 2015,2015-01-11
Gartree,708,708,725,712,1.01,1.0, January 2015,2015-01-11
Glen Parva,637,637,728,564,0.89,1.0, January 2015,2015-01-11
Grendon / Springhill,586,554,554,528,0.95,0.95, January 2015,2015-01-11
Guys Marsh,518,518,579,552,1.07,1.0, January 2015,2015-01-11
Haverigg,622,622,654,647,1.04,1.0, January 2015,2015-01-11
Hewell,1018,1018,1309,1279,1.26,1.0, January 2015,2015-01-11
High Down,999,999,1163,1150,1.15,1.0, January 2015,2015-01-11
Highpoint (North and South),1311,1311,1343,1332,1.02,1.0, January 2015,2015-01-11
Hindley,534,450,444,204,0.45,0.84, January 2015,2015-01-11
Hollesley Bay,437,437,437,369,0.84,1.0, January 2015,2015-01-11
Holloway,540,533,591,527,0.99,0.99, January 2015,2015-01-11
Holme House,1036,1036,1230,1148,1.11,1.0, January 2015,2015-01-11
Hull,723,723,1056,1020,1.41,1.0, January 2015,2015-01-11
Humber,948,924,1062,949,1.03,0.97, January 2015,2015-01-11
Huntercombe,370,307,430,405,1.32,0.83, January 2015,2015-01-11
Isis,478,478,628,615,1.29,1.0, January 2015,2015-01-11
Isle of Wight,1056,1056,1147,1133,1.07,1.0, January 2015,2015-01-11
Kennet,175,175,342,195,1.11,1.0, January 2015,2015-01-11
Kirkham,657,657,657,545,0.83,1.0, January 2015,2015-01-11
Kirklevington Grange,283,283,303,260,0.92,1.0, January 2015,2015-01-11
Lancaster Farms,495,495,549,540,1.09,1.0, January 2015,2015-01-11
Leeds,669,669,1224,1218,1.82,1.0, January 2015,2015-01-11
Leicester,214,214,414,361,1.69,1.0, January 2015,2015-01-11
Lewes,624,624,729,649,1.04,1.0, January 2015,2015-01-11
Leyhill,527,527,527,464,0.88,1.0, January 2015,2015-01-11
Lincoln,408,403,739,595,1.48,0.99, January 2015,2015-01-11
Lindholme,1048,924,1010,1006,1.09,0.88, January 2015,2015-01-11
Littlehey,1140,1139,1205,1204,1.06,1.0, January 2015,2015-01-11
Liverpool,1173,1159,1442,1192,1.03,0.99, January 2015,2015-01-11
Long Lartin,625,625,625,619,0.99,1.0, January 2015,2015-01-11
Low Newton,314,291,329,279,0.96,0.93, January 2015,2015-01-11
Lowdham Grange,900,900,920,919,1.02,1.0, January 2015,2015-01-11
Maidstone,565,565,614,593,1.05,1.0, January 2015,2015-01-11
Manchester,965,965,1301,1125,1.17,1.0, January 2015,2015-01-11
Moorland / Hatfield,1209,1209,1293,1281,1.06,1.0, January 2015,2015-01-11
Mount,748,748,782,776,1.04,1.0, January 2015,2015-01-11
New Hall,395,371,425,374,1.01,0.94, January 2015,2015-01-11
North Sea Camp,420,420,420,323,0.77,1.0, January 2015,2015-01-11
Northumberland,1348,1341,1341,1323,0.99,0.99, January 2015,2015-01-11
Norwich,626,626,783,746,1.19,1.0, January 2015,2015-01-11
Nottingham,723,723,1060,1043,1.44,1.0, January 2015,2015-01-11
Oakwood,1605,1605,1605,1586,0.99,1.0, January 2015,2015-01-11
Onley,742,742,747,739,1.0,1.0, January 2015,2015-01-11
Parc,1170,1170,1474,1452,1.24,1.0, January 2015,2015-01-11
Pentonville,915,915,1316,1261,1.38,1.0, January 2015,2015-01-11
Peterborough (Male & Female),840,827,990,947,1.15,0.98, January 2015,2015-01-11
Portland,464,464,580,508,1.09,1.0, January 2015,2015-01-11
Preston,456,433,796,682,1.58,0.95, January 2015,2015-01-11
Ranby,893,892,1098,1051,1.18,1.0, January 2015,2015-01-11
Risley,1050,1050,1115,1112,1.06,1.0, January 2015,2015-01-11
Rochester,802,742,754,745,1.0,0.93, January 2015,2015-01-11
Rye Hill,600,600,625,622,1.04,1.0, January 2015,2015-01-11
Send,282,282,282,277,0.98,1.0, January 2015,2015-01-11
Stafford,741,741,751,725,0.98,1.0, January 2015,2015-01-11
Standford Hill (Sheppey),464,464,464,459,0.99,1.0, January 2015,2015-01-11
Stocken,768,768,853,830,1.08,1.0, January 2015,2015-01-11
Stoke Heath,662,662,782,728,1.1,1.0, January 2015,2015-01-11
Styal,480,471,486,442,0.94,0.98, January 2015,2015-01-11
Sudbury,581,581,600,443,0.76,1.0, January 2015,2015-01-11
Swaleside (Sheppey),1112,1112,1112,1100,0.99,1.0, January 2015,2015-01-11
Swansea,250,242,455,422,1.74,0.97, January 2015,2015-01-11
Swinfen Hall,604,544,594,580,1.07,0.9, January 2015,2015-01-11
Thameside,600,600,900,871,1.45,1.0, January 2015,2015-01-11
Thorn Cross,331,331,345,323,0.98,1.0, January 2015,2015-01-11
Usk / Prescoed,378,378,536,496,1.31,1.0, January 2015,2015-01-11
Wakefield,751,731,743,732,1.0,0.97, January 2015,2015-01-11
Wandsworth,963,943,1640,1606,1.7,0.98, January 2015,2015-01-11
Warren Hill,257,212,212,115,0.54,0.82, January 2015,2015-01-11
Wayland,958,909,989,977,1.07,0.95, January 2015,2015-01-11
Wealstun,810,789,812,784,0.99,0.97, January 2015,2015-01-11
Werrington,160,160,160,126,0.79,1.0, January 2015,2015-01-11
Wetherby,396,336,336,270,0.8,0.85, January 2015,2015-01-11
Whatton,775,769,841,834,1.08,0.99, January 2015,2015-01-11
Whitemoor,473,458,458,451,0.98,0.97, January 2015,2015-01-11
Winchester,469,469,690,672,1.43,1.0, January 2015,2015-01-11
Woodhill,660,660,819,719,1.09,1.0, January 2015,2015-01-11
Wormwood Scrubs,1170,1170,1279,1252,1.07,1.0, January 2015,2015-01-11
Wymott,1102,1102,1155,1151,1.04,1.0, January 2015,2015-01-11
Dover (IRC),401,401,401,375,0.94,1.0, January 2015,2015-01-11
Haslar (IRC),197,197,197,184,0.93,1.0, January 2015,2015-01-11
Morton Hall (IRC),392,392,392,384,0.98,1.0, January 2015,2015-01-11
Verne (IRC),570,570,580,460,0.81,1.0, January 2015,2015-01-11
Altcourse,794,794,1133,1092,1.38,1.0, May 2015,2015-05-11
Ashfield,408,408,400,385,0.94,1.0, May 2015,2015-05-11
Askham Grange,150,126,128,83,0.66,0.84, May 2015,2015-05-11
Aylesbury,410,410,444,382,0.93,1.0, May 2015,2015-05-11
Bedford,322,322,506,482,1.5,1.0, May 2015,2015-05-11
Belmarsh,781,781,906,895,1.15,1.0, May 2015,2015-05-11
Birmingham,1093,1093,1450,1432,1.31,1.0, May 2015,2015-05-11
Brinsford,545,423,455,399,0.94,0.78, May 2015,2015-05-11
Bristol,425,407,614,603,1.48,0.96, May 2015,2015-05-11
Brixton,530,530,810,804,1.52,1.0, May 2015,2015-05-11
Bronzefield,527,527,527,514,0.98,1.0, May 2015,2015-05-11
Buckley Hall,409,409,455,449,1.1,1.0, May 2015,2015-05-11
Bullingdon,879,879,1114,1094,1.24,1.0, May 2015,2015-05-11
Bure,604,604,637,630,1.04,1.0, May 2015,2015-05-11
Cardiff,539,539,820,791,1.47,1.0, May 2015,2015-05-11
Channings Wood,698,698,731,716,1.03,1.0, May 2015,2015-05-11
Chelmsford,551,551,745,732,1.33,1.0, May 2015,2015-05-11
Coldingley,507,507,519,517,1.02,1.0, May 2015,2015-05-11
Cookham Wood,188,188,188,160,0.85,1.0, May 2015,2015-05-11
Dartmoor,642,639,660,644,1.01,1.0, May 2015,2015-05-11
Deerbolt,513,513,513,364,0.71,1.0, May 2015,2015-05-11
Doncaster,738,738,1145,1098,1.49,1.0, May 2015,2015-05-11
Dovegate,1064,1060,1133,1113,1.05,1.0, May 2015,2015-05-11
Drake Hall,340,340,340,303,0.89,1.0, May 2015,2015-05-11
Durham,591,591,995,936,1.58,1.0, May 2015,2015-05-11
East Sutton Park,100,100,100,94,0.94,1.0, May 2015,2015-05-11
Eastwood Park,410,315,363,350,1.11,0.77, May 2015,2015-05-11
Elmley (Sheppey),943,943,1180,1160,1.23,1.0, May 2015,2015-05-11
Erlestoke,494,494,524,522,1.06,1.0, May 2015,2015-05-11
Exeter,326,318,561,500,1.57,0.98, May 2015,2015-05-11
Featherstone,671,671,687,678,1.01,1.0, May 2015,2015-05-11
Feltham,762,594,594,490,0.82,0.78, May 2015,2015-05-11
Ford,521,521,524,512,0.98,1.0, May 2015,2015-05-11
Forest Bank,1064,1064,1460,1401,1.32,1.0, May 2015,2015-05-11
Foston Hall,303,303,345,318,1.05,1.0, May 2015,2015-05-11
Frankland,859,844,844,825,0.98,0.98, May 2015,2015-05-11
Full Sutton,604,596,616,586,0.98,0.99, May 2015,2015-05-11
Garth,811,738,773,765,1.04,0.91, May 2015,2015-05-11
Gartree,708,708,719,705,1.0,1.0, May 2015,2015-05-11
Glen Parva,637,589,728,535,0.91,0.92, May 2015,2015-05-11
Grendon / Springhill,586,568,568,537,0.95,0.97, May 2015,2015-05-11
Guys Marsh,518,518,579,563,1.09,1.0, May 2015,2015-05-11
Hatfield,266,266,266,260,0.98,1.0, May 2015,2015-05-11
Haverigg,622,622,644,630,1.01,1.0, May 2015,2015-05-11
Hewell,1018,1018,1309,1269,1.25,1.0, May 2015,2015-05-11
High Down,999,999,1163,1149,1.15,1.0, May 2015,2015-05-11
Highpoint (North and South),1311,1311,1337,1319,1.01,1.0, May 2015,2015-05-11
Hindley,534,350,398,394,1.13,0.66, May 2015,2015-05-11
Hollesley Bay,437,348,348,345,0.99,0.8, May 2015,2015-05-11
Holloway,540,533,591,513,0.96,0.99, May 2015,2015-05-11
Holme House,1036,1036,1210,1166,1.13,1.0, May 2015,2015-05-11
Hull,723,723,1044,996,1.38,1.0, May 2015,2015-05-11
Humber,947,914,1026,998,1.09,0.97, May 2015,2015-05-11
Huntercombe,370,307,430,417,1.36,0.83, May 2015,2015-05-11
Isis,478,478,622,602,1.26,1.0, May 2015,2015-05-11
Isle of Wight,1070,978,1097,1087,1.11,0.91, May 2015,2015-05-11
Kennet,175,175,342,254,1.45,1.0, May 2015,2015-05-11
Kirkham,657,657,657,566,0.86,1.0, May 2015,2015-05-11
Kirklevington Grange,283,283,283,280,0.99,1.0, May 2015,2015-05-11
Lancaster Farms,495,495,549,537,1.08,1.0, May 2015,2015-05-11
Leeds,669,669,1212,1172,1.75,1.0, May 2015,2015-05-11
Leicester,214,214,411,341,1.59,1.0, May 2015,2015-05-11
Lewes,617,617,722,640,1.04,1.0, May 2015,2015-05-11
Leyhill,527,527,527,474,0.9,1.0, May 2015,2015-05-11
Lincoln,408,403,729,589,1.46,0.99, May 2015,2015-05-11
Lindholme,1048,924,1010,1008,1.09,0.88, May 2015,2015-05-11
Littlehey,1154,1153,1219,1212,1.05,1.0, May 2015,2015-05-11
Liverpool,1173,1101,1386,1204,1.09,0.94, May 2015,2015-05-11
Long Lartin,625,625,625,617,0.99,1.0, May 2015,2015-05-11
Low Newton,314,306,344,290,0.95,0.97, May 2015,2015-05-11
Lowdham Grange,900,900,920,918,1.02,1.0, May 2015,2015-05-11
Maidstone,565,565,600,595,1.05,1.0, May 2015,2015-05-11
Manchester,965,965,1286,1104,1.14,1.0, May 2015,2015-05-11
Moorland,943,943,1006,991,1.05,1.0, May 2015,2015-05-11
Mount,1000,1000,1020,1012,1.01,1.0, May 2015,2015-05-11
New Hall,392,371,425,377,1.02,0.95, May 2015,2015-05-11
North Sea Camp,420,420,420,299,0.71,1.0, May 2015,2015-05-11
Northumberland,1348,1348,1348,1326,0.98,1.0, May 2015,2015-05-11
Norwich,626,626,769,746,1.19,1.0, May 2015,2015-05-11
Nottingham,723,723,1060,1000,1.38,1.0, May 2015,2015-05-11
Oakwood,1605,1605,1605,1586,0.99,1.0, May 2015,2015-05-11
Onley,742,742,747,736,0.99,1.0, May 2015,2015-05-11
Parc,1419,1419,1723,1671,1.18,1.0, May 2015,2015-05-11
Pentonville,915,915,1316,1278,1.4,1.0, May 2015,2015-05-11
Peterborough (Male & Female),1132,1119,1252,1165,1.04,0.99, May 2015,2015-05-11
Portland,464,464,531,480,1.03,1.0, May 2015,2015-05-11
Preston,456,434,790,674,1.55,0.95, May 2015,2015-05-11
Ranby,893,892,1098,1088,1.22,1.0, May 2015,2015-05-11
Risley,1050,1050,1115,1081,1.03,1.0, May 2015,2015-05-11
Rochester,802,738,750,729,0.99,0.92, May 2015,2015-05-11
Rye Hill,600,600,625,625,1.04,1.0, May 2015,2015-05-11
Send,282,282,282,269,0.95,1.0, May 2015,2015-05-11
Stafford,741,741,741,735,0.99,1.0, May 2015,2015-05-11
Standford Hill (Sheppey),464,464,464,456,0.98,1.0, May 2015,2015-05-11
Stocken,768,768,843,801,1.04,1.0, May 2015,2015-05-11
Stoke Heath,662,662,782,751,1.13,1.0, May 2015,2015-05-11
Styal,479,470,485,458,0.97,0.98, May 2015,2015-05-11
Sudbury,600,600,600,436,0.73,1.0, May 2015,2015-05-11
Swaleside (Sheppey),1112,1112,1112,1109,1.0,1.0, May 2015,2015-05-11
Swansea,250,242,455,399,1.65,0.97, May 2015,2015-05-11
Swinfen Hall,604,544,594,582,1.07,0.9, May 2015,2015-05-11
Thameside,610,610,910,903,1.48,1.0, May 2015,2015-05-11
Thorn Cross,381,381,381,317,0.83,1.0, May 2015,2015-05-11
Usk / Prescoed,378,378,503,492,1.3,1.0, May 2015,2015-05-11
Wakefield,750,730,730,720,0.99,0.97, May 2015,2015-05-11
Wandsworth,963,943,1658,1586,1.68,0.98, May 2015,2015-05-11
Warren Hill,257,212,212,149,0.7,0.82, May 2015,2015-05-11
Wayland,957,935,1015,1006,1.08,0.98, May 2015,2015-05-11
Wealstun,810,810,833,819,1.01,1.0, May 2015,2015-05-11
Werrington,160,160,160,110,0.69,1.0, May 2015,2015-05-11
Wetherby,396,336,336,288,0.86,0.85, May 2015,2015-05-11
Whatton,775,769,841,841,1.09,0.99, May 2015,2015-05-11
Whitemoor,473,458,458,447,0.98,0.97, May 2015,2015-05-11
Winchester,469,469,690,676,1.44,1.0, May 2015,2015-05-11
Woodhill,660,568,727,720,1.27,0.86, May 2015,2015-05-11
Wormwood Scrubs,1156,1156,1279,1213,1.05,1.0, May 2015,2015-05-11
Wymott,1102,1102,1143,1127,1.02,1.0, May 2015,2015-05-11
Dover (IRC),401,401,401,387,0.97,1.0, May 2015,2015-05-11
Morton Hall (IRC),392,392,392,353,0.9,1.0, May 2015,2015-05-11
Verne (IRC),570,570,580,550,0.96,1.0, May 2015,2015-05-11
Altcourse,794,794,1033,1013,1.28,1.0, December 2015,2015-12-11
Ashfield,408,408,400,397,0.97,1.0, December 2015,2015-12-11
Askham Grange,150,126,128,98,0.78,0.84, December 2015,2015-12-11
Aylesbury,410,410,444,377,0.92,1.0, December 2015,2015-12-11
Bedford,322,322,506,474,1.47,1.0, December 2015,2015-12-11
Belmarsh,781,781,906,877,1.12,1.0, December 2015,2015-12-11
Birmingham,1093,1093,1450,1443,1.32,1.0, December 2015,2015-12-11
Brinsford,545,423,455,340,0.8,0.78, December 2015,2015-12-11
Bristol,425,407,614,588,1.44,0.96, December 2015,2015-12-11
Brixton,528,528,810,805,1.52,1.0, December 2015,2015-12-11
Bronzefield,527,527,527,493,0.94,1.0, December 2015,2015-12-11
Buckley Hall,409,409,455,451,1.1,1.0, December 2015,2015-12-11
Bullingdon,869,869,1114,1105,1.27,1.0, December 2015,2015-12-11
Bure,604,604,643,642,1.06,1.0, December 2015,2015-12-11
Cardiff,539,539,820,785,1.46,1.0, December 2015,2015-12-11
Channings Wood,698,698,724,705,1.01,1.0, December 2015,2015-12-11
Chelmsford,551,551,745,721,1.31,1.0, December 2015,2015-12-11
Coldingley,493,493,521,520,1.05,1.0, December 2015,2015-12-11
Cookham Wood,188,188,188,153,0.81,1.0, December 2015,2015-12-11
Dartmoor,642,640,640,637,1.0,1.0, December 2015,2015-12-11
Deerbolt,513,513,513,405,0.79,1.0, December 2015,2015-12-11
Doncaster,738,738,945,942,1.28,1.0, December 2015,2015-12-11
Dovegate,1064,1060,1133,1092,1.03,1.0, December 2015,2015-12-11
Drake Hall,340,340,340,329,0.97,1.0, December 2015,2015-12-11
Durham,595,595,996,896,1.51,1.0, December 2015,2015-12-11
East Sutton Park,100,100,100,96,0.96,1.0, December 2015,2015-12-11
